;Denso_SGU;REAL;
;Serial_Output_Var[0];REAL;
;Serial_Output_Var[1];REAL;
;Serial_Output_Var[2];REAL;
;Serial_Output_Var[3];REAL;
;Serial_Output_Var[4];REAL;
;Serial_Output_Var[5];REAL;
;Serial_Output_Var[6];REAL;
;Serial_Output_Var[7];REAL;
;Serial_Output_Var[8];REAL;
;Serial_Output_Var[9];REAL;
;Serial_Output_Var[10];REAL;
;Serial_Output_Var[11];REAL;
;Serial_Output_Var[12];REAL;
;Serial_Output_Var[13];REAL;
;Serial_Output_Var[14];REAL;
;Serial_Output_Var[15];REAL;
;Serial_Output_Var[16];REAL;
;Serial_Output_Var[17];REAL;
;Serial_Output_Var[18];REAL;
;Serial_Output_Var[19];REAL;
;Serial_Output_Var[20];REAL;
;Serial_Output_Var[21];REAL;
;Serial_Output_Var[22];REAL;
;Serial_Output_Var[23];REAL;
;Serial_Output_Var[24];REAL;
;Serial_Output_Var[25];REAL;
;Serial_Output_Var[26];REAL;
;Serial_Output_Var[27];REAL;
;Serial_Output_Var[28];REAL;
;Serial_Out_Ch_Sel;DINT;
;Serial_Output_Var_Ch[0];DINT;
;Serial_Output_Var_Ch[1];DINT;
;Serial_Output_Var_Ch[2];DINT;
;Serial_Output_Var_Ch[3];DINT;
;Serial_Output_Var_Ch[4];DINT;
;Serial_Output_Var_Ch[5];DINT;
;Serial_Output_Var_Ch[6];DINT;
;Serial_Output_Var_Ch[7];DINT;
;Serial_Output_Var_Ch[8];DINT;
;Serial_Output_Var_Ch[9];DINT;
;Serial_Output_Var_Ch[10];DINT;
;Serial_Output_Var_Ch[11];DINT;
;Serial_Output_Var_Ch[12];DINT;
;Serial_Output_Var_Ch[13];DINT;
;Serial_Output_Var_Ch[14];DINT;
;Serial_Output_Var_Ch[15];DINT;
;Serial_Output_Var_Ch[16];DINT;
;Serial_Output_Var_Ch[17];DINT;
;Serial_Output_Var_Ch[18];DINT;
;Serial_Output_Var_Ch[19];DINT;
;Serial_Output_Var_Ch[20];DINT;
;Serial_Output_Var_Ch[21];DINT;
;Serial_Output_Var_Ch[22];DINT;
;Serial_Output_Var_Ch[23];DINT;
;Serial_Output_Var_Ch[24];DINT;
;Serial_Output_Var_Ch[25];DINT;
;Serial_Output_Var_Ch[26];DINT;
;Serial_Output_Var_Ch[27];DINT;
;Serial_Output_Var_Ch[28];DINT;
BlendUnit;SuctionPSIRaw;REAL;
BlendUnit;SuctionPSI.InRawMax;REAL;
BlendUnit;SuctionPSI.InRawmin;REAL;
BlendUnit;SuctionPSI.InEUMax;REAL;
BlendUnit;SuctionPSI.InEUMin;REAL;
BlendUnit;SuctionPSI.DisplayValueRaw;REAL;
BlendUnit;SuctionPSI.DisplayValue;REAL;
BlendUnit;DischargePSIRaw;REAL;
BlendUnit;DischargePSI.InRawMax;REAL;
BlendUnit;DischargePSI.InRawMin;REAL;
BlendUnit;DischargePSI.inEUMax;REAL;
BlendUnit;DischargePSI.InEUMin;REAL;
BlendUnit;DischargePSI.DisplayValueRaw;REAL;
BlendUnit;DischargePSI.DisplayValue;REAL;
BlendUnit;DensitometerRaw;REAL;
BlendUnit;Denso_AVG_Scaled;REAL;
BlendUnit;Densitometer.InRawMax;REAL;
BlendUnit;Densitometer.InRawMin;REAL;
BlendUnit;Densitometer.InEUMax;REAL;
BlendUnit;Densitometer.InEUMin;REAL;
BlendUnit;Densitometer.DisplayValueRaw;REAL;
BlendUnit;Densitometer.DisplayValue;REAL;
BlendUnit;SuctionChargePSIRaw;REAL;
BlendUnit;SuctionChargePSI.InRawMax;REAL;
BlendUnit;SuctionChargePSI.InRawMin;REAL;
BlendUnit;SuctionChargePSI.InEUMax;REAL;
BlendUnit;SuctionChargePSI.InEUMin;REAL;
BlendUnit;SuctionChargePSI.DisplayValueRaw;REAL;
BlendUnit;SuctionChargePSI.DisplayValue;REAL;
BlendUnit;SuctionLoopPSIRaw;REAL;
BlendUnit;SuctionLoopPSI.InRawMax;REAL;
BlendUnit;SuctionLoopPSI.InRawMin;REAL;
BlendUnit;SuctionLoopPSI.InEUMax;REAL;
BlendUnit;SuctionLoopPSI.InEUMin;REAL;
BlendUnit;SuctionLoopPSI.DisplayValueRaw;REAL;
BlendUnit;SuctionLoopPSI.DisplayValue;REAL;
BlendUnit;OpenLoopPSIRaw;REAL;
BlendUnit;OpenLoopPSI.InRawMax;REAL;
BlendUnit;OpenLoopPSI.InRawMin;REAL;
BlendUnit;OpenLoopPSI.InEUMax;REAL;
BlendUnit;OpenLoopPSI.InEUMin;REAL;
BlendUnit;OpenLoopPSI.DisplayValueRaw;REAL;
BlendUnit;OpenLoopPSI.DisplayValue;REAL;
BlendUnit;Densitometer.CalOffset;REAL;
BlendUnit;StagesControl.Disable;BOOL;
BlendUnit;MasterReset;BOOL;
BlendUnit;StagesControl.Start;BOOL;
BlendUnit;StagesControl.Next;BOOL;
BlendUnit;StagesControl.Hold;BOOL;
BlendUnit;StagesControl.Back;BOOL;
BlendUnit;StagesControl.Abort;BOOL;
BlendUnit;StagesControl.JobStatus;DINT;
BlendUnit;StagesControl.StageRunning;DINT;
BlendUnit;StagesControl.StageMax;DINT;
BlendUnit;StagesControl.JobBBLCum;REAL;
BlendUnit;StagesControl.JobBBLSP;REAL;
BlendUnit;StagesControl.StageBBLCum;REAL;
BlendUnit;StagesControl.StageBBLSP;REAL;
BlendUnit;Denso_SGU;REAL;
BlendUnit;StagesControl.StageGALCum;REAL;
BlendUnit;StagesControl.StageGALSP;REAL;
BlendUnit;StagesDisplay[0].StageNumber;DINT;
BlendUnit;StagesDisplay[0].StageName;STRING;
BlendUnit;StagesDisplay[0].TargetRateBPM;REAL;
BlendUnit;StagesDisplay[0].FluidTotalSP;REAL;
BlendUnit;StagesDisplay[0].PropPPA;REAL;
BlendUnit;StagesDisplay[0].PropSGU;REAL;
BlendUnit;StagesDisplay[0].CleanFluidSGU;REAL;
BlendUnit;StagesDisplay[0].StageTotalGal;REAL;
BlendUnit;StagesDisplay[0].StageCumTotalGal;REAL;
BlendUnit;StagesDisplay[1].StageNumber;DINT;
BlendUnit;StagesDisplay[1].StageName;STRING;
BlendUnit;StagesDisplay[1].TargetRateBPM;REAL;
BlendUnit;StagesDisplay[1].FluidTotalSP;REAL;
BlendUnit;StagesDisplay[1].PropPPA;REAL;
BlendUnit;StagesDisplay[1].PropSGU;REAL;
BlendUnit;StagesDisplay[1].CleanFluidSGU;REAL;
BlendUnit;StagesDisplay[1].StageTotalGal;REAL;
BlendUnit;StagesDisplay[1].StageCumTotalGal;REAL;
BlendUnit;StagesDisplay[2].StageNumber;DINT;
BlendUnit;StagesDisplay[2].StageName;STRING;
BlendUnit;StagesDisplay[2].TargetRateBPM;REAL;
BlendUnit;StagesDisplay[2].FluidTotalSP;REAL;
BlendUnit;StagesDisplay[2].PropPPA;REAL;
BlendUnit;StagesDisplay[2].PropSGU;REAL;
BlendUnit;StagesDisplay[2].CleanFluidSGU;REAL;
BlendUnit;StagesDisplay[2].StageTotalGal;REAL;
